message,truth,predicted,latency_ms
What does the material say about Quantum Physics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4061
Search for tutorials about Discrete Math,VIDEO_SEARCH,VIDEO_SEARCH,2282
Let's do a quiz on Microeconomics,ASSESSMENT,ASSESSMENT,5368
Find some videos for Linear Algebra,VIDEO_SEARCH,VIDEO_SEARCH,2010
Where do I stand in Cognitive Science?,INSIGHT,INSIGHT,4777
Maybe later,CONVERSATION,CONVERSATION,2226
I'm feeling stuck,CONVERSATION,CONVERSATION,2281
Does the material mention Thermodynamics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2659
What does the section say about Quantum Physics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3055
Search for a clip about Network Security,VIDEO_SEARCH,VIDEO_SEARCH,2442
Prepare a quiz for Big Data,ASSESSMENT,ASSESSMENT,5365
I need a visual guide on Macroeconomics,VIDEO_SEARCH,VIDEO_SEARCH,2443
Let's take a quiz on Molecular Biology,ASSESSMENT,ASSESSMENT,8268
Make me a quiz on Computer Networks,ASSESSMENT,ASSESSMENT,5612
Link a video on Algorithms,VIDEO_SEARCH,VIDEO_SEARCH,2192
How am I doing in Linear Programming?,INSIGHT,INSIGHT,5101
What is discussed in the PDF?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3020
Assess me on Statistics,ASSESSMENT,ASSESSMENT,5570
Link a video on Microeconomics,VIDEO_SEARCH,VIDEO_SEARCH,2553
Break down the key concepts in the handout,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4408
Question me on Thermodynamics,ASSESSMENT,ASSESSMENT,8687
What is the main point of the slide?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2492
Come on,CONVERSATION,CONVERSATION,3059
Are there gaps in my Computer Networks knowledge?,INSIGHT,INSIGHT,5032
What's my level in Network Security?,INSIGHT,INSIGHT,5074
Make me a quiz on Compiler Design,ASSESSMENT,ASSESSMENT,4811
Cool,CONVERSATION,CONVERSATION,2877
What does the notes say about World History?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3696
Who wrote Romeo and Juliet?,CONVERSATION,CONVERSATION,1958
Find a video about Psychology,VIDEO_SEARCH,VIDEO_SEARCH,2175
Does the document mention Quantum Physics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3586
What does the text say about Calculus?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2950
Let's do a quiz on Fluid Dynamics,ASSESSMENT,ASSESSMENT,5951
Recommend a YouTube video about Computer Networks,VIDEO_SEARCH,VIDEO_SEARCH,2525
What does the slide say about Database Systems?,CONTENT_ANALYSIS,VIDEO_SEARCH,3215
I need an analysis of the notes,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3974
Can I have a practice test on Thermodynamics?,ASSESSMENT,ASSESSMENT,4858
What am I good at?,INSIGHT,INSIGHT,4752
Can you find a video on Molecular Biology?,VIDEO_SEARCH,VIDEO_SEARCH,2122
What are my strengths?,INSIGHT,INSIGHT,5276
Quiz me on Game Theory,ASSESSMENT,ASSESSMENT,8741
Find a video about Big Data,VIDEO_SEARCH,VIDEO_SEARCH,2777
Signing out,CONVERSATION,CONVERSATION,2946
Evaluate my knowledge of Thermodynamics,ASSESSMENT,ASSESSMENT,5090
Get me a video tutorial for Game Theory,VIDEO_SEARCH,VIDEO_SEARCH,2453
How have I progressed?,INSIGHT,INSIGHT,5224
I want a test on Algorithms,ASSESSMENT,ASSESSMENT,4913
Can I have a practice test on Cognitive Science?,ASSESSMENT,ASSESSMENT,8152
I want a video on Artificial Intelligence,VIDEO_SEARCH,VIDEO_SEARCH,2334
Make me a quiz on Sociology,ASSESSMENT,ASSESSMENT,4882
What does the material say about Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2814
Evaluate my understanding of Classical Mechanics,ASSESSMENT,INSIGHT,4878
Test my knowledge of Sociology,ASSESSMENT,ASSESSMENT,5136
Suggest a video for Cell Biology,VIDEO_SEARCH,VIDEO_SEARCH,2200
Any feedback for me?,INSIGHT,CONVERSATION,4208
What does the slide say about Psychology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2812
Recommend a YouTube video about Microeconomics,VIDEO_SEARCH,VIDEO_SEARCH,2586
Are there gaps in my Big Data knowledge?,INSIGHT,INSIGHT,4922
Where do I stand in Ethics?,INSIGHT,INSIGHT,4431
Not bad,CONVERSATION,CONVERSATION,3476
I'm ready for a test on Genetics,ASSESSMENT,ASSESSMENT,4640
Test my knowledge on Game Theory,ASSESSMENT,ASSESSMENT,9260
Does the PDF mention World History?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2588
I want to watch a video on Statistics,VIDEO_SEARCH,VIDEO_SEARCH,1884
Test me on Quantum Physics,ASSESSMENT,ASSESSMENT,5268
Does the PDF mention Psychology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2577
I want a test on Network Security,ASSESSMENT,ASSESSMENT,5033
Suggest a video on Artificial Intelligence,VIDEO_SEARCH,VIDEO_SEARCH,2567
Where do I stand in Linear Programming?,INSIGHT,INSIGHT,5433
What is discussed in the notes?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2491
Nice to meet you,CONVERSATION,CONVERSATION,3125
Test my knowledge on Linear Algebra,ASSESSMENT,ASSESSMENT,8843
Does the section mention Psychology?,CONTENT_ANALYSIS,CONVERSATION,3221
What is discussed in the text?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3094
I want to be tested on Cyber Security,ASSESSMENT,ASSESSMENT,5136
Generate a quiz about Macroeconomics,ASSESSMENT,ASSESSMENT,5825
I want a test on Operating Systems,ASSESSMENT,ASSESSMENT,8020
What does the document say about Database Systems?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3369
Am I good at Linear Algebra?,INSIGHT,INSIGHT,4939
Let's take a quiz on Artificial Intelligence,ASSESSMENT,ASSESSMENT,4643
Is anyone there?,CONVERSATION,CONVERSATION,2773
Question me on Software Engineering,ASSESSMENT,VIDEO_SEARCH,2192
Ask me 5 questions on Classical Mechanics,ASSESSMENT,ASSESSMENT,5088
Video examples for Ethics,VIDEO_SEARCH,VIDEO_SEARCH,2355
Recommend a YouTube video about Molecular Biology,VIDEO_SEARCH,VIDEO_SEARCH,2491
Can we just chat?,CONVERSATION,CONVERSATION,1870
Show me a YouTube video on Thermodynamics,VIDEO_SEARCH,VIDEO_SEARCH,2705
Look for educational videos on Game Theory,VIDEO_SEARCH,VIDEO_SEARCH,2380
Show me my recent activity,INSIGHT,INSIGHT,5184
Generate a quiz about Discrete Math,ASSESSMENT,ASSESSMENT,5483
This is fun,CONVERSATION,CONVERSATION,3084
What is the main point of the document?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2840
Let's talk,CONVERSATION,CONVERSATION,3522
Perfect,CONVERSATION,CONVERSATION,2659
I need an analysis of the section,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3917
Plan my next study session,INSIGHT,INSIGHT,3947
Ask me 5 questions on Human Anatomy,ASSESSMENT,ASSESSMENT,8748
Where do I stand in Microeconomics?,INSIGHT,INSIGHT,5488
Find a lecture video on Fluid Dynamics,VIDEO_SEARCH,VIDEO_SEARCH,2347
Summarize the material,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4347
What does the paper say about Psychology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3170
Do you have a video about Operating Systems?,VIDEO_SEARCH,VIDEO_SEARCH,2676
What does the paper say about World History?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4128
Explain the figures in the slide,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3819
Show my improvement,INSIGHT,INSIGHT,5476
What does the notes say about Thermodynamics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4668
Link a video on Database Systems,VIDEO_SEARCH,VIDEO_SEARCH,2748
Start a quiz on Microeconomics,ASSESSMENT,ASSESSMENT,5343
What's my level in Genetics?,INSIGHT,INSIGHT,3114
"Hello, anyone here?",CONVERSATION,CONVERSATION,2976
What's my level in Microeconomics?,INSIGHT,INSIGHT,5031
How many continents are there?,CONVERSATION,CONVERSATION,1860
Any clips explaining Network Security?,VIDEO_SEARCH,VIDEO_SEARCH,2384
Assess my understanding of Machine Learning,ASSESSMENT,ASSESSMENT,6658
Hello tutor,CONVERSATION,CONVERSATION,2981
Extract the main ideas from the slide,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3080
Find some videos about Machine Learning,VIDEO_SEARCH,VIDEO_SEARCH,2353
Are there gaps in my Human Anatomy knowledge?,INSIGHT,INSIGHT,3003
Find some videos for World History,VIDEO_SEARCH,VIDEO_SEARCH,2255
Assess my understanding of Computer Networks,ASSESSMENT,ASSESSMENT,5288
Are you free?,CONVERSATION,CONVERSATION,2609
Find a video on Sociology,VIDEO_SEARCH,VIDEO_SEARCH,2543
I want to be tested on Astrophysics,ASSESSMENT,ASSESSMENT,4442
How were you built?,CONVERSATION,CONVERSATION,3813
What does the slide say about Cell Biology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2773
What should I do first?,CONVERSATION,CONVERSATION,4098
Analyze the uploaded document,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3586
Can I have a practice test on Cell Biology?,ASSESSMENT,ASSESSMENT,5045
What's my level in Thermodynamics?,INSIGHT,INSIGHT,4275
Analyze the uploaded article,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3465
Explain the second page of the article,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3447
Ask me 5 questions on Database Systems,ASSESSMENT,VIDEO_SEARCH,2377
Suggest a video on Cognitive Science,VIDEO_SEARCH,VIDEO_SEARCH,2490
Video examples for Organic Chemistry,VIDEO_SEARCH,VIDEO_SEARCH,2486
Give me a summary of the document,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3109
What's my next topic?,INSIGHT,INSIGHT,2807
Review the text for me,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3874
Suggest a video on Sociology,VIDEO_SEARCH,VIDEO_SEARCH,2631
Generate a quiz about Calculus,ASSESSMENT,ASSESSMENT,4814
Tell me more about the content in the article,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2902
What's good,CONVERSATION,CONVERSATION,4104
Does the handout mention Cell Biology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2684
Search for tutorials about Machine Learning,VIDEO_SEARCH,VIDEO_SEARCH,2338
Where do I need improvement?,INSIGHT,INSIGHT,4987
Awesome,CONVERSATION,CONVERSATION,2951
Find some videos for Cell Biology,VIDEO_SEARCH,VIDEO_SEARCH,1862
Show me a YouTube video about Operating Systems,VIDEO_SEARCH,VIDEO_SEARCH,2565
What can you do?,CONVERSATION,CONVERSATION,4840
Let's take a quiz on Operating Systems,ASSESSMENT,ASSESSMENT,9352
Am I good at Algorithms?,INSIGHT,INSIGHT,3833
What does the document cover?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3213
Appreciate it,CONVERSATION,CONVERSATION,3267
Tell me about my study habits,INSIGHT,INSIGHT,4852
What does the slide say about Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2550
Prepare a quiz for Compiler Design,ASSESSMENT,ASSESSMENT,5737
Link a video on Cyber Security,VIDEO_SEARCH,VIDEO_SEARCH,2195
Am I good at Discrete Math?,INSIGHT,INSIGHT,5069
Does the chapter mention Psychology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2583
What is this chapter about?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2472
Test me on Organic Chemistry,ASSESSMENT,ASSESSMENT,5083
Help me get started,CONVERSATION,CONVERSATION,4320
Explain the findings in the file,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4310
Give me 5 questions on Fluid Dynamics,ASSESSMENT,ASSESSMENT,5637
Can I have a practice test for Compiler Design?,ASSESSMENT,ASSESSMENT,4415
Show a video demo of Quantum Physics,VIDEO_SEARCH,VIDEO_SEARCH,2385
Any clips explaining Computer Architecture?,VIDEO_SEARCH,VIDEO_SEARCH,1789
I'm ready for a test on Statistics,ASSESSMENT,ASSESSMENT,4478
What does the PDF say about Microeconomics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3228
Any clips on Macroeconomics?,VIDEO_SEARCH,VIDEO_SEARCH,1693
Tell me more about the content in the document,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3321
Show me a YouTube video on Statistics,VIDEO_SEARCH,VIDEO_SEARCH,2354
Explain the second section of the paper,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3628
I need a visual guide for Molecular Biology,VIDEO_SEARCH,VIDEO_SEARCH,2356
What does the report say about Database Systems?,CONTENT_ANALYSIS,VIDEO_SEARCH,3290
What does the article say about World History?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3311
What is discussed in the handout?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3202
Create an assessment for Organic Chemistry,ASSESSMENT,ASSESSMENT,6257
What does the PDF say about Database Systems?,CONTENT_ANALYSIS,VIDEO_SEARCH,2500
I want to watch a video on Thermodynamics,VIDEO_SEARCH,VIDEO_SEARCH,2583
What have you been up to?,CONVERSATION,CONVERSATION,4155
Find a video on Psychology,VIDEO_SEARCH,VIDEO_SEARCH,2359
Progress report,INSIGHT,INSIGHT,3877
I want a video on Microeconomics,VIDEO_SEARCH,VIDEO_SEARCH,2083
Search for a clip about Software Engineering,VIDEO_SEARCH,VIDEO_SEARCH,2195
Tell me something interesting,CONVERSATION,CONVERSATION,4991
Display my report,INSIGHT,INSIGHT,3544
Question me on Machine Learning,ASSESSMENT,ASSESSMENT,5167
Recommendations based on my progress,INSIGHT,INSIGHT,4342
Pause,CONVERSATION,CONVERSATION,2163
What is this document about?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2762
I'm confused about things,CONVERSATION,CONVERSATION,1903
What's my level in Sociology?,INSIGHT,INSIGHT,4036
Can I have a practice test on Artificial Intelligence?,ASSESSMENT,ASSESSMENT,4511
Does the PDF mention Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2672
Give me a full report,INSIGHT,INSIGHT,4676
Are there gaps in my Operating Systems knowledge?,INSIGHT,INSIGHT,4459
How are you?,CONVERSATION,CONVERSATION,1174
Where do I stand?,INSIGHT,INSIGHT,5189
Can you walk me through the article?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3266
Can we talk?,CONVERSATION,CONVERSATION,1943
Video examples for Astrophysics,VIDEO_SEARCH,VIDEO_SEARCH,2283
I want to watch a video on Molecular Biology,VIDEO_SEARCH,VIDEO_SEARCH,2012
Summarize this paper,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3298
Find a lecture video on Astrophysics,VIDEO_SEARCH,VIDEO_SEARCH,2315
Doesn't matter,CONVERSATION,CONVERSATION,3109
I want to be tested on Data Structures,ASSESSMENT,ASSESSMENT,5312
Does the chapter mention Discrete Math?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2605
Evaluate my knowledge of Computer Networks,ASSESSMENT,ASSESSMENT,5570
Evening,CONVERSATION,CONVERSATION,3007
Can you find a video on Sociology?,VIDEO_SEARCH,VIDEO_SEARCH,1829
Search for a clip about Cyber Security,VIDEO_SEARCH,VIDEO_SEARCH,2083
What does the text say about Quantum Physics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3060
What does the PDF say about Discrete Math?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3749
Feedback on how I'm doing,INSIGHT,INSIGHT,3272
This is great,CONVERSATION,CONVERSATION,3493
What does the report say about Calculus?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2925
Do you have a video about Statistics?,VIDEO_SEARCH,VIDEO_SEARCH,2206
Ask me some questions on Computer Architecture,ASSESSMENT,VIDEO_SEARCH,1981
How am I doing in Computer Architecture?,INSIGHT,INSIGHT,5671
What does the PDF say about Psychology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3440
How am I doing in Macroeconomics?,INSIGHT,INSIGHT,4888
Show a video demo of Cyber Security,VIDEO_SEARCH,VIDEO_SEARCH,2502
What does the section say about Calculus?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3017
Get me a video tutorial for Compiler Design,VIDEO_SEARCH,VIDEO_SEARCH,2333
Let me sign up,CONVERSATION,CONVERSATION,3926
What's my level in Game Theory?,INSIGHT,INSIGHT,5428
What's my level in Psychology?,INSIGHT,INSIGHT,4285
Extract the main ideas from the paper,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4276
Look for educational videos on Classical Mechanics,VIDEO_SEARCH,VIDEO_SEARCH,2289
Create an assessment for Operating Systems,ASSESSMENT,ASSESSMENT,5731
What do I need to work on?,INSIGHT,INSIGHT,5784
Assess me on Computer Architecture,ASSESSMENT,VIDEO_SEARCH,2799
Are there gaps in my Software Engineering knowledge?,INSIGHT,INSIGHT,5095
Let's do a quiz on Computer Architecture,ASSESSMENT,ASSESSMENT,5215
What does the document say about Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2825
An example please,CONVERSATION,CONTENT_ANALYSIS,3601
What should I remember from the file?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3587
Where do I stand in Classical Mechanics?,INSIGHT,INSIGHT,4596
Hmm,CONVERSATION,CONVERSATION,2960
Link a video on Quantum Physics,VIDEO_SEARCH,VIDEO_SEARCH,2204
Thank you very much,CONVERSATION,CONVERSATION,2741
Explain the findings in the chapter,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3773
Teach me something,CONVERSATION,CONVERSATION,4658
Am I good at Software Engineering?,INSIGHT,INSIGHT,5440
Give me 5 questions on Psychology,ASSESSMENT,ASSESSMENT,5855
What's my level in Cell Biology?,INSIGHT,INSIGHT,4513
This is boring,CONVERSATION,CONVERSATION,2498
Test my knowledge on Quantum Physics,ASSESSMENT,ASSESSMENT,5473
Are there gaps in my Fluid Dynamics knowledge?,INSIGHT,INSIGHT,4472
I want a test on Genetics,ASSESSMENT,ASSESSMENT,4775
Get me a video tutorial on World History,VIDEO_SEARCH,VIDEO_SEARCH,1909
Assess me on Calculus,ASSESSMENT,ASSESSMENT,5752
Does the text mention Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2722
Summarize the notes in three bullet points,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2651
Does the chapter mention Database Systems?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2643
Find some videos for Microeconomics,VIDEO_SEARCH,VIDEO_SEARCH,2269
A tutorial video about Database Systems,VIDEO_SEARCH,VIDEO_SEARCH,2737
Show my learning path,INSIGHT,INSIGHT,5630
Can I have a practice test for Linear Algebra?,ASSESSMENT,ASSESSMENT,4566
Review the notes for me,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4042
Who cares?,CONVERSATION,CONVERSATION,1958
I want to be tested on Macroeconomics,ASSESSMENT,ASSESSMENT,4835
Are you a teacher?,CONVERSATION,CONVERSATION,1874
What does the text say about Psychology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3024
Suggest a video for Psychology,VIDEO_SEARCH,VIDEO_SEARCH,2627
What's my level in Big Data?,INSIGHT,INSIGHT,4784
Can I have a practice test for Discrete Math?,ASSESSMENT,ASSESSMENT,4817
I'm ready for a test on Machine Learning,ASSESSMENT,ASSESSMENT,5488
Can I have a practice test for Cell Biology?,ASSESSMENT,ASSESSMENT,5600
Question me on Operating Systems,ASSESSMENT,ASSESSMENT,5050
Any clips on Classical Mechanics?,VIDEO_SEARCH,VIDEO_SEARCH,2006
Are there gaps in my Astrophysics knowledge?,INSIGHT,INSIGHT,6208
Suggest a video for Linear Programming,VIDEO_SEARCH,VIDEO_SEARCH,2753
Review the document for me,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3708
Interesting,CONVERSATION,CONVERSATION,2918
Understood,CONVERSATION,CONVERSATION,3478
Are you a human?,CONVERSATION,CONVERSATION,1862
What's my level in Machine Learning?,INSIGHT,INSIGHT,5125
Does the text mention World History?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2795
Evaluate my understanding of Operating Systems,ASSESSMENT,ASSESSMENT,9439
Just a moment,CONVERSATION,CONVERSATION,2862
Find some videos for Calculus,VIDEO_SEARCH,VIDEO_SEARCH,2208
Does the report mention Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2511
Give me the key points,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3313
Can you find a video on Big Data?,VIDEO_SEARCH,VIDEO_SEARCH,2433
Can you help me learn?,CONVERSATION,CONVERSATION,3168
Give me 10 questions on Thermodynamics,ASSESSMENT,ASSESSMENT,8222
What tools do you have?,CONVERSATION,CONVERSATION,2808
Ask me some questions on Genetics,ASSESSMENT,ASSESSMENT,4810
How am I doing?,INSIGHT,INSIGHT,3223
Let's do a quiz on Cognitive Science,ASSESSMENT,ASSESSMENT,5273
Where do I stand in Network Security?,INSIGHT,INSIGHT,5588
Give me a progress update,INSIGHT,INSIGHT,5204
Are you there?,CONVERSATION,CONVERSATION,2592
Assess my understanding of Algorithms,ASSESSMENT,ASSESSMENT,5956
Ask me some questions on Statistics,ASSESSMENT,ASSESSMENT,4166
What do you recommend for me?,INSIGHT,CONVERSATION,4414
What is the main point of the text?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2877
Can you walk me through the handout?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2760
Explain the findings in the text,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4692
Is there a clip on Computer Architecture?,VIDEO_SEARCH,VIDEO_SEARCH,2650
Am I good at Calculus?,INSIGHT,INSIGHT,4949
Can I have a practice test on Network Security?,ASSESSMENT,ASSESSMENT,4583
Probably,CONVERSATION,CONTENT_ANALYSIS,2438
Am I good at Database Systems?,INSIGHT,INSIGHT,5068
Prepare a quiz for Game Theory,ASSESSMENT,ASSESSMENT,8734
Show me a YouTube video on Big Data,VIDEO_SEARCH,VIDEO_SEARCH,2392
Start a quiz on Computer Networks,ASSESSMENT,ASSESSMENT,5422
Good afternoon,CONVERSATION,CONVERSATION,908
I want a video on Data Structures,VIDEO_SEARCH,VIDEO_SEARCH,2055
Can you find a video on Human Anatomy?,VIDEO_SEARCH,VIDEO_SEARCH,2045
Do you have a video about Compiler Design?,VIDEO_SEARCH,VIDEO_SEARCH,2617
Generate a quiz about Artificial Intelligence,ASSESSMENT,ASSESSMENT,7673
Test me on Data Structures,ASSESSMENT,ASSESSMENT,5481
What does the handout say about Psychology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2779
I'm ready for a test on Microeconomics,ASSESSMENT,ASSESSMENT,4759
What does the chapter cover?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2968
Explain the second section of the slide,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3717
Are there gaps in my Statistics knowledge?,INSIGHT,INSIGHT,4225
Can you walk me through the document?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3655
Does the handout mention Discrete Math?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2727
Let's take a quiz on Macroeconomics,ASSESSMENT,ASSESSMENT,5115
Find some videos for Machine Learning,VIDEO_SEARCH,VIDEO_SEARCH,2625
Explain the second page of the file,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3763
Can I have a practice test on Linear Algebra?,ASSESSMENT,ASSESSMENT,4946
Get me a video tutorial on Linear Programming,VIDEO_SEARCH,VIDEO_SEARCH,2289
What does the article say about Calculus?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3653
Does the document mention Microeconomics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2586
Is there a clip on Big Data?,VIDEO_SEARCH,VIDEO_SEARCH,2165
Give me 10 questions on Linear Programming,ASSESSMENT,ASSESSMENT,7977
What is discussed in the document?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2769
Question me on Genetics,ASSESSMENT,ASSESSMENT,4680
Explain the second page of the PDF,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4506
Build me a schedule,INSIGHT,CONTENT_ANALYSIS,3730
Can you walk me through the chapter?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3267
Examine me on Organic Chemistry,ASSESSMENT,ASSESSMENT,5668
We're done,CONVERSATION,CONVERSATION,3622
Does the handout mention Calculus?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2943
Video examples for Machine Learning,VIDEO_SEARCH,VIDEO_SEARCH,2971
I'm tired,CONVERSATION,CONVERSATION,2177
Test me on Artificial Intelligence,ASSESSMENT,ASSESSMENT,4691
Find a video on Operating Systems,VIDEO_SEARCH,VIDEO_SEARCH,2688
Share insights on my progress,INSIGHT,INSIGHT,5243
Break down the key concepts in the text,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4264
Does the material mention World History?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2566
Can I have a practice test on Discrete Math?,ASSESSMENT,ASSESSMENT,4854
Do you know any trivia?,CONVERSATION,CONVERSATION,3029
Test my knowledge of Linear Algebra,ASSESSMENT,ASSESSMENT,8417
Summarize this document,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3139
Can I have a practice test on Ethics?,ASSESSMENT,ASSESSMENT,4671
I need an analysis of the handout,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4025
Check if I understood Microeconomics,ASSESSMENT,ASSESSMENT,5015
Recommend a YouTube video about Classical Mechanics,VIDEO_SEARCH,VIDEO_SEARCH,2864
Wow,CONVERSATION,CONVERSATION,2770
Find a video about Network Security,VIDEO_SEARCH,VIDEO_SEARCH,2312
What should I study next?,INSIGHT,INSIGHT,5211
What does the document say about Calculus?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2813
What data is in the file?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3474
Does the handout mention Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2507
Show me a YouTube video on Artificial Intelligence,VIDEO_SEARCH,VIDEO_SEARCH,2310
Show my completed topics,INSIGHT,INSIGHT,5172
I want a test on Data Structures,ASSESSMENT,ASSESSMENT,5214
Suggest a video on Microeconomics,VIDEO_SEARCH,VIDEO_SEARCH,2453
What am I weak at?,INSIGHT,INSIGHT,4992
Does the slide mention Linear Algebra?,CONTENT_ANALYSIS,CONVERSATION,2607
What do I prioritize?,INSIGHT,INSIGHT,3882
Good morning,CONVERSATION,CONVERSATION,763
Give me 5 questions on Computer Architecture,ASSESSMENT,VIDEO_SEARCH,2423
Quiz me on Software Engineering,ASSESSMENT,ASSESSMENT,5943
Does the paper mention Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2837
Can we have small talk?,CONVERSATION,CONVERSATION,2696
Give me a quiz on Computer Architecture,ASSESSMENT,VIDEO_SEARCH,4121
Give me a summary of the report,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3403
Hello,CONVERSATION,CONVERSATION,938
How is my progress?,INSIGHT,INSIGHT,5168
Give me a summary of the section,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2906
Very cool,CONVERSATION,CONVERSATION,2834
You're really smart,CONVERSATION,CONVERSATION,3262
No thanks,CONVERSATION,CONVERSATION,3141
Question me on Statistics,ASSESSMENT,ASSESSMENT,4811
What's my level in Linear Programming?,INSIGHT,INSIGHT,5036
Evaluate my performance,INSIGHT,INSIGHT,4957
Am I falling behind?,INSIGHT,INSIGHT,5391
Test me on Cyber Security,ASSESSMENT,ASSESSMENT,5000
I want to be tested on Cognitive Science,ASSESSMENT,ASSESSMENT,7353
A tutorial video about Discrete Math,VIDEO_SEARCH,VIDEO_SEARCH,2700
Are you an AI?,CONVERSATION,CONVERSATION,2807
Get me a video tutorial for Sociology,VIDEO_SEARCH,VIDEO_SEARCH,2064
Sup,CONVERSATION,CONVERSATION,713
What is discussed in the material?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2590
